id,JobTitle,Category,CompanyName,Description,Requirements,Responsibility,SalaryRange,Benefits,PostingDate,WorkType,Location
367,Business Analyst,Business,SolutionsCorp Melbourne,Document processes, analyze data, make recommendations.,"Process mapping, data analysis",Create solutions to increase efficiency.,"$65,000 - $85,000","401k matching, work from home",2023/10/14,Full time,Melbourne
368,Sales Manager,Sales,DealMasters Adelaide,Manage sales team, develop strategies to meet targets.,"Leadership, account management",Motivate and mentor team.,"$95,000 base + commission","Company equity, expense account",2023/10/14,Full time,Adelaide
369,Data Engineer,Data,Data Systems Canberra,Design data infrastructure, pipelines and models.,"Spark, Airflow, PostgreSQL",Ensure optimal flows and availability.,"$90,000 - $120,000","401k matching, annual learning fund",2023/10/14,Full time,Canberra
370,Security Engineer,Technology,SecureBase Perth,Implement security controls and measures.,"IDS, ethical hacking, risk analysis",Identify threats and vulnerabilities.,"$85,000 - $115,000","Signing bonus, work from home",2023/10/14,Full time,Perth
371,Frontend Developer,Technology,PixelPerfect Brisbane,Develop responsive web interfaces and UIs.,"Angular, JavaScript, HTML/CSS",Implement polished, intuitive interfaces.,"$75,000 - $105,000","401k matching, unlimited PTO",2023/10/14,Full time,Brisbane
372,Technical Program Manager,Management,LaunchReady Sydney,Manage technical projects end-to-end.,"Agile, program management",Ensure on-time, on-budget delivery.,"$105,000 - $135,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
373,Data Analyst,Data,Metriks Melbourne,Collect and analyze data to uncover insights.,"SQL, Python, statistical modeling",Present findings to stakeholders.,"$65,000 - $85,000","401k matching, discounted transit",2023/10/14,Full time,Melbourne
374,Account Executive,Sales,DealRangers Adelaide,Manage client accounts, identify upsell opportunities.,"Account management, prospecting",Build strong client relationships.,"$60,000 base + commission","Company car, country club membership",2023/10/14,Full time,Adelaide
375,Software Engineer,Technology,CodeWizards Canberra,Design, develop and maintain software applications.,"Python, Django, PostgreSQL",Write clean, reusable code.,"$90,000 - $120,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
376,Product Designer,Design,UX Labs Perth,Conduct user research, design UIs and workflows.,"User empathy, design systems",Craft intuitive product experiences.,"$75,000 - $105,000","Annual learning fund, unlimited PTO",2023/10/14,Full time,Perth
377,DevOps Engineer,Technology,AutoCloud Brisbane,Implement CI/CD pipelines, automate processes.,"Docker, Ansible, AWS",Ensure optimized workflows and infrastructure.,"$110,000 - $140,000","Company equity, annual bonus",2023/10/14,Full time,Brisbane
378,Software Engineer,Technology,CodeCore Sydney,Design, develop and maintain software applications.,"C#, .NET Core, MSSQL",Write clean, reusable code.,"$90,000 - $120,000","401k matching, unlimited PTO",2023/10/14,Full time,Sydney
379,Data Scientist,Data,DataSense Melbourne,Collect, analyze and interpret data to uncover insights.,"Python, R, machine learning",Present findings and make recommendations.,"$90,000 - $120,000","401k matching, annual learning fund",2023/10/14,Full time,Melbourne
380,Project Manager,Project Management,LaunchPad Adelaide,Plan and oversee projects end-to-end.,"Scheduling, budgeting, risk management",Ensure on-time, on-budget delivery.,"$80,000 - $100,000","Flexible work arrangements, unlimited PTO",2023/10/14,Full time,Adelaide
381,Data Engineer,Data,Data Systems Canberra,Develop data infrastructure, pipelines and models.,"AWS, Apache Spark, Airflow",Ensure optimal data availability and quality.,"$90,000 - $120,000","401k matching, annual learning fund",2023/10/14,Full time,Canberra
382,Security Analyst,Technology,SecureBase Perth,Analyze systems and networks for vulnerabilities.,"IDS, ethical hacking, risk analysis",Recommend security controls and measures.,"$70,000 - $90,000","Certification reimbursement, work from home",2023/10/14,Full time,Perth
383,Java Developer,Technology,CoffeeWare Brisbane,Develop Java applications using Spring Framework.,"Java, SQL, REST APIs",Write clean, well-tested code.,"$80,000 - $110,000","401k matching, annual learning fund",2023/10/14,Full time,Brisbane
384,Product Manager,Product,Roadmap Sydney,Define product vision and strategy.,"Market analysis, product development",Manage roadmap, features and releases.,"$105,000 - $135,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
385,Frontend Engineer,Technology,PixelPerfect Melbourne,Develop responsive web interfaces and UIs.,"React, JavaScript, Redux",Implement polished, intuitive interfaces.,"$75,000 - $105,000","401k matching, unlimited PTO",2023/10/14,Full time,Melbourne
386,Solutions Architect,Technology,IT Strategies Adelaide,Design technology solutions and integrations.,"Cloud architecture, system design",Bridge business needs and technical capabilities.,"$120,000 - $150,000","Signing bonus, annual bonus",2023/10/14,Full time,Adelaide
387,Business Analyst,Business,Solutions Canberra,Document processes, analyze data, make recommendations.,"Process mapping, data analysis",Create solutions to increase efficiency.,"$65,000 - $85,000","401k matching, work from home",2023/10/14,Full time,Canberra
388,Network Engineer,Technology,PacketPro Perth,Install, configure and support network infrastructure.,"Routing, switching, VPNs",Ensure optimal performance and security.,"$70,000 - $90,000","Annual bonus, certification reimbursement",2023/10/14,Full time,Perth
389,iOS Developer,Technology,SwiftApps Brisbane,Develop intuitive iOS applications.,"Swift, Xcode, REST APIs",Write optimized, maintainable code.,"$90,000 - $120,000","Annual tech stipend, unlimited PTO",2023/10/14,Full time,Brisbane
390,Software Engineer,Technology,DevWizards Sydney,Design, develop and maintain software applications.,"JavaScript, React, Node.js",Write clean, reusable code.,"$90,000 - $120,000","401k matching, unlimited PTO",2023/10/14,Full time,Sydney
391,Data Engineer,Data,Data Systems Melbourne,Develop data infrastructure, pipelines and models.,"Spark, Airflow, AWS",Ensure optimal data availability and quality.,"$95,000 - $125,000","401k matching, annual bonus",2023/10/14,Full time,Melbourne
392,Technical Program Manager,Management,LaunchPad Adelaide,Plan and oversee projects end-to-end.,"Scheduling, budgeting, risk management",Ensure on-time, on-budget delivery.,"$80,000 - $100,000","Flexible work arrangements, unlimited PTO",2023/10/14,Full time,Adelaide
393,Marketing Analyst,Marketing,Metriks Canberra,Collect and analyze marketing data.,"SQL, Excel, data visualization",Identify trends and insights.,"$60,000 - $80,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
394,DevOps Engineer,Technology,AutoCloud Perth,Implement CI/CD pipelines, automate processes.,"Docker, Kubernetes, AWS",Ensure optimized workflows and infrastructure.,"$105,000 - $135,000","Company equity, annual bonus",2023/10/14,Full time,Perth
395,Technical Writer,Technical,DocWizards Brisbane,Create documentation for software products and services.,"Technical writing, documentation tools",Ensure accurate, easy to follow documentation.,"$60,000 - $80,000","Remote work, annual conference budget",2023/10/14,Full time,Brisbane
396,Software Engineer,Technology,CodeCore Sydney,Design, develop and maintain software applications.,"JavaScript, React, Node.js",Write clean, reusable code.,"$85,000 - $115,000","401k matching, unlimited PTO",2023/10/14,Full time,Sydney
397,Data Analyst,Data,Metriks Melbourne,Collect, clean and analyze data to uncover insights.,"SQL, Python, data visualization",Present findings to stakeholders.,"$60,000 - $80,000","401k matching, discounted transit",2023/10/14,Full time,Melbourne
398,Account Executive,Sales,DealRangers Adelaide,Manage client accounts, identify upsell opportunities.,"Account management, prospecting",Build strong client relationships.,"$55,000 base + commission","Company car, country club membership",2023/10/14,Full time,Adelaide
399,Frontend Developer,Technology,PixelSmith Canberra,Develop responsive web interfaces and UIs.,"Angular, JavaScript, HTML/CSS",Implement polished, intuitive interfaces.,"$70,000 - $100,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
400,UX Designer,Design,HumanizeIt Perth,Conduct user research, design intuitive UIs.,"User empathy, prototyping",Craft seamless user experiences.,"$70,000 - $90,000","Annual conference budget, work from home",2023/10/14,Full time,Perth
401,Backend Developer,Technology,ServerWiz Brisbane,Develop robust backend systems and APIs.,"Java, Spring Boot, MySQL",Write clean, maintainable code.,"$80,000 - $110,000","401k matching, unlimited PTO",2023/10/14,Full time,Brisbane
402,Product Manager,Product,Roadmap Sydney,Define product vision and strategy.,"Market analysis, product development",Manage roadmap, features and releases.,"$100,000 - $130,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
403,Software Engineer,Technology,BitsNBots Melbourne,Design, develop and maintain software applications.,"C#, .NET, MSSQL",Write clean, reusable code.,"$80,000 - $110,000","401k matching, unlimited PTO",2023/10/14,Full time,Melbourne
404,Network Engineer,Technology,PacketFlow Adelaide,Install, configure and support network infrastructure.,"Routing, switching, firewalls",Ensure optimal performance and security.,"$65,000 - $85,000","Certification reimbursement, work from home",2023/10/14,Full time,Adelaide
405,Data Analyst,Data,Metriks Canberra,Collect, clean and analyze data to uncover insights.,"SQL, Excel, data visualization",Present findings to stakeholders across business.,"$55,000 - $75,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
406,Marketing Manager,Marketing,BrandLabs Perth,Develop and execute marketing campaigns across channels.,"Digital marketing, budget management",Measure performance and optimize initiatives.,"$70,000 - $90,000","Professional development fund, unlimited PTO",2023/10/14,Full time,Perth
407,Java Developer,Technology,CoffeeCloud Brisbane,Develop Java applications using Spring Boot.,"Java, SQL, microservices",Write clean, maintainable code.,"$80,000 - $110,000","Annual learning fund, full benefits",2023/10/14,Full time,Brisbane
408,DevOps Engineer,Technology,AutoDeploy Sydney,Implement CI/CD pipelines, automate processes.,"Docker, Ansible, Jenkins",Ensure optimized deployment workflows.,"$110,000 - $140,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
409,Business Analyst,Business,SolutionsCorp Melbourne,Document processes, analyze data, make recommendations.,"Process mapping, data analysis",Create solutions to increase efficiency.,"$60,000 - $80,000","401k matching, work from home",2023/10/14,Full time,Melbourne
410,Sales Manager,Sales,DealMasters Adelaide,Manage sales team, develop strategies to meet targets.,"Leadership, account management",Motivate and mentor team.,"$90,000 base + commission","Company equity, expense account",2023/10/14,Full time,Adelaide
411,Data Engineer,Data,Data Systems Canberra,Design data infrastructure, pipelines and models.,"Spark, Airflow, PostgreSQL",Ensure optimal flows and availability.,"$85,000 - $115,000","401k matching, annual learning fund",2023/10/14,Full time,Canberra
412,Security Engineer,Technology,SecureBase Perth,Implement security controls and measures.,"IDS, ethical hacking, risk analysis",Identify threats and vulnerabilities.,"$80,000 - $110,000","Signing bonus, work from home",2023/10/14,Full time,Perth
413,Frontend Developer,Technology,PixelPerfect Brisbane,Develop responsive web interfaces and UIs.,"Angular, JavaScript, HTML/CSS",Implement polished, intuitive interfaces.,"$70,000 - $100,000","401k matching, unlimited PTO",2023/10/14,Full time,Brisbane
414,Technical Program Manager,Management,LaunchReady Sydney,Manage technical projects end-to-end.,"Agile, program management",Ensure on-time, on-budget delivery.,"$100,000 - $130,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
415,Data Analyst,Data,Metriks Melbourne,Collect and analyze data to uncover insights.,"SQL, Python, statistical modeling",Present findings to stakeholders.,"$60,000 - $80,000","401k matching, discounted transit",2023/10/14,Full time,Melbourne
416,Account Executive,Sales,DealRangers Adelaide,Manage client accounts, identify upsell opportunities.,"Account management, prospecting",Build strong client relationships.,"$55,000 base + commission","Company car, country club membership",2023/10/14,Full time,Adelaide
417,Software Engineer,Technology,CodeWizards Canberra,Design, develop and maintain software applications.,"Python, Django, PostgreSQL",Write clean, reusable code.,"$85,000 - $115,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
418,Product Designer,Design,UX Labs Perth,Conduct user research, design UIs and workflows.,"User empathy, design systems",Craft intuitive product experiences.,"$70,000 - $100,000","Annual learning fund, unlimited PTO",2023/10/14,Full time,Perth
419,DevOps Engineer,Technology,AutoCloud Brisbane,Implement CI/CD pipelines, automate processes.,"Docker, Ansible, AWS",Ensure optimized workflows and infrastructure.,"$105,000 - $135,000","Company equity, annual bonus",2023/10/14,Full time,Brisbane
420,Software Engineer,Technology,CodeCore Sydney,Design, develop and maintain software applications.,"C#, .NET Core, MSSQL",Write clean, reusable code.,"$85,000 - $115,000","401k matching, unlimited PTO",2023/10/14,Full time,Sydney
421,Data Scientist,Data,DataSense Melbourne,Collect, analyze and interpret data to uncover insights.,"Python, R, machine learning",Present findings and make recommendations.,"$85,000 - $115,000","401k matching, annual learning fund",2023/10/14,Full time,Melbourne
422,Project Manager,Project Management,LaunchPad Adelaide,Plan and oversee projects end-to-end.,"Scheduling, budgeting, risk management",Ensure on-time, on-budget delivery.,"$75,000 - $95,000","Flexible work arrangements, unlimited PTO",2023/10/14,Full time,Adelaide
423,Data Engineer,Data,Data Systems Canberra,Develop data infrastructure, pipelines and models.,"AWS, Apache Spark, Airflow",Ensure optimal data availability and quality.,"$85,000 - $115,000","401k matching, annual learning fund",2023/10/14,Full time,Canberra
424,Security Analyst,Technology,SecureBase Perth,Analyze systems and networks for vulnerabilities.,"IDS, ethical hacking, risk analysis",Recommend security controls and measures.,"$65,000 - $85,000","Certification reimbursement, work from home",2023/10/14,Full time,Perth
425,Java Developer,Technology,CoffeeWare Brisbane,Develop Java applications using Spring Framework.,"Java, SQL, REST APIs",Write clean, well-tested code.,"$75,000 - $105,000","401k matching, annual learning fund",2023/10/14,Full time,Brisbane
426,Product Manager,Product,Roadmap Sydney,Define product vision and strategy.,"Market analysis, product development",Manage roadmap, features and releases.,"$100,000 - $130,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
427,Frontend Engineer,Technology,PixelPerfect Melbourne,Develop responsive web interfaces and UIs.,"React, JavaScript, Redux",Implement polished, intuitive interfaces.,"$70,000 - $100,000","401k matching, unlimited PTO",2023/10/14,Full time,Melbourne
428,Solutions Architect,Technology,IT Strategies Adelaide,Design technology solutions and integrations.,"Cloud architecture, system design",Bridge business needs and technical capabilities.,"$115,000 - $145,000","Signing bonus, annual bonus",2023/10/14,Full time,Adelaide
429,Business Analyst,Business,Solutions Canberra,Document processes, analyze data, make recommendations.,"Process mapping, data analysis",Create solutions to increase efficiency.,"$60,000 - $80,000","401k matching, work from home",2023/10/14,Full time,Canberra
430,Network Engineer,Technology,PacketPro Perth,Install, configure and support network infrastructure.,"Routing, switching, VPNs",Ensure optimal performance and security.,"$65,000 - $85,000","Annual bonus, certification reimbursement",2023/10/14,Full time,Perth
431,iOS Developer,Technology,SwiftApps Brisbane,Develop intuitive iOS applications.,"Swift, Xcode, REST APIs",Write optimized, maintainable code.,"$85,000 - $115,000","Annual tech stipend, unlimited PTO",2023/10/14,Full time,Brisbane
432,Software Engineer,Technology,DevWizards Sydney,Design, develop and maintain software applications.,"JavaScript, React, Node.js",Write clean, reusable code.,"$85,000 - $115,000","401k matching, unlimited PTO",2023/10/14,Full time,Sydney
433,Data Engineer,Data,Data Systems Melbourne,Develop data infrastructure, pipelines and models.,"Spark, Airflow, AWS",Ensure optimal data availability and quality.,"$90,000 - $120,000","401k matching, annual bonus",2023/10/14,Full time,Melbourne
434,Technical Program Manager,Management,LaunchPad Adelaide,Plan and oversee projects end-to-end.,"Scheduling, budgeting, risk management",Ensure on-time, on-budget delivery.,"$75,000 - $95,000","Flexible work arrangements, unlimited PTO",2023/10/14,Full time,Adelaide
435,Marketing Analyst,Marketing,Metriks Canberra,Collect and analyze marketing data.,"SQL, Excel, data visualization",Identify trends and insights.,"$55,000 - $75,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
436,DevOps Engineer,Technology,AutoCloud Perth,Implement CI/CD pipelines, automate processes.,"Docker, Kubernetes, AWS",Ensure optimized workflows and infrastructure.,"$100,000 - $130,000","Company equity, annual bonus",2023/10/14,Full time,Perth
437,Technical Writer,Technical,DocWizards Brisbane,Create documentation for software products and services.,"Technical writing, documentation tools",Ensure accurate, easy to follow documentation.,"$55,000 - $75,000","Remote work, annual conference budget",2023/10/14,Full time,Brisbane
438,Software Engineer,Technology,CodeCore Sydney,Design, develop and maintain software applications.,"JavaScript, React, Node.js",Write clean, reusable code.,"$80,000 - $110,000","401k matching, unlimited PTO",2023/10/14,Full time,Sydney
439,Data Analyst,Data,Metriks Melbourne,Collect, clean and analyze data to uncover insights.,"SQL, Python, data visualization",Present findings to stakeholders.,"$55,000 - $75,000","401k matching, discounted transit",2023/10/14,Full time,Melbourne
440,Account Executive,Sales,DealRangers Adelaide,Manage client accounts, identify upsell opportunities.,"Account management, prospecting",Build strong client relationships.,"$50,000 base + commission","Company car, country club membership",2023/10/14,Full time,Adelaide
441,Frontend Developer,Technology,PixelSmith Canberra,Develop responsive web interfaces and UIs.,"Angular, JavaScript, HTML/CSS",Implement polished, intuitive interfaces.,"$65,000 - $95,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
442,UX Designer,Design,HumanizeIt Perth,Conduct user research, design intuitive UIs.,"User empathy, prototyping",Craft seamless user experiences.,"$65,000 - $85,000","Annual conference budget, work from home",2023/10/14,Full time,Perth
443,Backend Developer,Technology,ServerWiz Brisbane,Develop robust backend systems and APIs.,"Java, Spring Boot, MySQL",Write clean, maintainable code.,"$75,000 - $105,000","401k matching, unlimited PTO",2023/10/14,Full time,Brisbane
444,Product Manager,Product,Roadmap Sydney,Define product vision and strategy.,"Market analysis, product development",Manage roadmap, features and releases.,"$95,000 - $125,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
445,Software Engineer,Technology,BitsNBots Melbourne,Design, develop and maintain software applications.,"C#, .NET, MSSQL",Write clean, reusable code.,"$75,000 - $105,000","401k matching, unlimited PTO",2023/10/14,Full time,Melbourne
446,Network Engineer,Technology,PacketFlow Adelaide,Install, configure and support network infrastructure.,"Routing, switching, firewalls",Ensure optimal performance and security.,"$60,000 - $80,000","Certification reimbursement, work from home",2023/10/14,Full time,Adelaide
447,Data Analyst,Data,Metriks Canberra,Collect, clean and analyze data to uncover insights.,"SQL, Excel, data visualization",Present findings to stakeholders across business.,"$50,000 - $70,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
448,Marketing Manager,Marketing,BrandLabs Perth,Develop and execute marketing campaigns across channels.,"Digital marketing, budget management",Measure performance and optimize initiatives.,"$65,000 - $85,000","Professional development fund, unlimited PTO",2023/10/14,Full time,Perth
449,Java Developer,Technology,CoffeeCloud Brisbane,Develop Java applications using Spring Boot.,"Java, SQL, microservices",Write clean, maintainable code.,"$75,000 - $105,000","Annual learning fund, full benefits",2023/10/14,Full time,Brisbane
450,DevOps Engineer,Technology,AutoDeploy Sydney,Implement CI/CD pipelines, automate processes.,"Docker, Ansible, Jenkins",Ensure optimized deployment workflows.,"$105,000 - $135,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
451,Business Analyst,Business,SolutionsCorp Melbourne,Document processes, analyze data, make recommendations.,"Process mapping, data analysis",Create solutions to increase efficiency.,"$55,000 - $75,000","401k matching, work from home",2023/10/14,Full time,Melbourne
452,Sales Manager,Sales,DealMasters Adelaide,Manage sales team, develop strategies to meet targets.,"Leadership, account management",Motivate and mentor team.,"$85,000 base + commission","Company equity, expense account",2023/10/14,Full time,Adelaide
453,Data Engineer,Data,Data Systems Canberra,Design data infrastructure, pipelines and models.,"Spark, Airflow, PostgreSQL",Ensure optimal flows and availability.,"$80,000 - $110,000","401k matching, annual learning fund",2023/10/14,Full time,Canberra
454,Security Engineer,Technology,SecureBase Perth,Implement security controls and measures.,"IDS, ethical hacking, risk analysis",Identify threats and vulnerabilities.,"$75,000 - $105,000","Signing bonus, work from home",2023/10/14,Full time,Perth
455,Frontend Developer,Technology,PixelPerfect Brisbane,Develop responsive web interfaces and UIs.,"Angular, JavaScript, HTML/CSS",Implement polished, intuitive interfaces.,"$65,000 - $95,000","401k matching, unlimited PTO",2023/10/14,Full time,Brisbane
456,Technical Program Manager,Management,LaunchReady Sydney,Manage technical projects end-to-end.,"Agile, program management",Ensure on-time, on-budget delivery.,"$95,000 - $125,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
457,Data Analyst,Data,Metriks Melbourne,Collect and analyze data to uncover insights.,"SQL, Python, statistical modeling",Present findings to stakeholders.,"$55,000 - $75,000","401k matching, discounted transit",2023/10/14,Full time,Melbourne
458,Account Executive,Sales,DealRangers Adelaide,Manage client accounts, identify upsell opportunities.,"Account management, prospecting",Build strong client relationships.,"$50,000 base + commission","Company car, country club membership",2023/10/14,Full time,Adelaide
459,Software Engineer,Technology,CodeWizards Canberra,Design, develop and maintain software applications.,"Python, Django, PostgreSQL",Write clean, reusable code.,"$80,000 - $110,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
460,Product Designer,Design,UX Labs Perth,Conduct user research, design UIs and workflows.,"User empathy, design systems",Craft intuitive product experiences.,"$65,000 - $95,000","Annual learning fund, unlimited PTO",2023/10/14,Full time,Perth
461,DevOps Engineer,Technology,AutoCloud Brisbane,Implement CI/CD pipelines, automate processes.,"Docker, Ansible, AWS",Ensure optimized workflows and infrastructure.,"$100,000 - $130,000","Company equity, annual bonus",2023/10/14,Full time,Brisbane
462,Software Engineer,Technology,CodeCore Sydney,Design, develop and maintain software applications.,"C#, .NET Core, MSSQL",Write clean, reusable code.,"$80,000 - $110,000","401k matching, unlimited PTO",2023/10/14,Full time,Sydney
463,Data Scientist,Data,DataSense Melbourne,Collect, analyze and interpret data to uncover insights.,"Python, R, machine learning",Present findings and make recommendations.,"$80,000 - $110,000","401k matching, annual learning fund",2023/10/14,Full time,Melbourne
464,Project Manager,Project Management,LaunchPad Adelaide,Plan and oversee projects end-to-end.,"Scheduling, budgeting, risk management",Ensure on-time, on-budget delivery.,"$70,000 - $90,000","Flexible work arrangements, unlimited PTO",2023/10/14,Full time,Adelaide
465,Data Engineer,Data,Data Systems Canberra,Develop data infrastructure, pipelines and models.,"AWS, Apache Spark, Airflow",Ensure optimal data availability and quality.,"$80,000 - $110,000","401k matching, annual learning fund",2023/10/14,Full time,Canberra
466,Security Analyst,Technology,SecureBase Perth,Analyze systems and networks for vulnerabilities.,"IDS, ethical hacking, risk analysis",Recommend security controls and measures.,"$60,000 - $80,000","Certification reimbursement, work from home",2023/10/14,Full time,Perth
467,Java Developer,Technology,CoffeeWare Brisbane,Develop Java applications using Spring Framework.,"Java, SQL, REST APIs",Write clean, well-tested code.,"$70,000 - $100,000","401k matching, annual learning fund",2023/10/14,Full time,Brisbane
468,Product Manager,Product,Roadmap Sydney,Define product vision and strategy.,"Market analysis, product development",Manage roadmap, features and releases.,"$95,000 - $125,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
469,Frontend Engineer,Technology,PixelPerfect Melbourne,Develop responsive web interfaces and UIs.,"React, JavaScript, Redux",Implement polished, intuitive interfaces.,"$65,000 - $95,000","401k matching, unlimited PTO",2023/10/14,Full time,Melbourne
470,Solutions Architect,Technology,IT Strategies Adelaide,Design technology solutions and integrations.,"Cloud architecture, system design",Bridge business needs and technical capabilities.,"$110,000 - $140,000","Signing bonus, annual bonus",2023/10/14,Full time,Adelaide
471,Business Analyst,Business,Solutions Canberra,Document processes, analyze data, make recommendations.,"Process mapping, data analysis",Create solutions to increase efficiency.,"$55,000 - $75,000","401k matching, work from home",2023/10/14,Full time,Canberra
472,Network Engineer,Technology,PacketPro Perth,Install, configure and support network infrastructure.,"Routing, switching, VPNs",Ensure optimal performance and security.,"$60,000 - $80,000","Annual bonus, certification reimbursement",2023/10/14,Full time,Perth
473,iOS Developer,Technology,SwiftApps Brisbane,Develop intuitive iOS applications.,"Swift, Xcode, REST APIs",Write optimized, maintainable code.,"$80,000 - $110,000","Annual tech stipend, unlimited PTO",2023/10/14,Full time,Brisbane
474,Software Engineer,Technology,DevWizards Sydney,Design, develop and maintain software applications.,"JavaScript, React, Node.js",Write clean, reusable code.,"$80,000 - $110,000","401k matching, unlimited PTO",2023/10/14,Full time,Sydney
475,Data Engineer,Data,Data Systems Melbourne,Develop data infrastructure, pipelines and models.,"Spark, Airflow, AWS",Ensure optimal data availability and quality.,"$85,000 - $115,000","401k matching, annual bonus",2023/10/14,Full time,Melbourne
476,Technical Program Manager,Management,LaunchPad Adelaide,Plan and oversee projects end-to-end.,"Scheduling, budgeting, risk management",Ensure on-time, on-budget delivery.,"$70,000 - $90,000","Flexible work arrangements, unlimited PTO",2023/10/14,Full time,Adelaide
477,Marketing Analyst,Marketing,Metriks Canberra,Collect and analyze marketing data.,"SQL, Excel, data visualization",Identify trends and insights.,"$50,000 - $70,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
478,DevOps Engineer,Technology,AutoCloud Perth,Implement CI/CD pipelines, automate processes.,"Docker, Kubernetes, AWS",Ensure optimized workflows and infrastructure.,"$95,000 - $125,000","Company equity, annual bonus",2023/10/14,Full time,Perth
479,Technical Writer,Technical,DocWizards Brisbane,Create documentation for software products and services.,"Technical writing, documentation tools",Ensure accurate, easy to follow documentation.,"$50,000 - $70,000","Remote work, annual conference budget",2023/10/14,Full time,Brisbane
480,Software Engineer,Technology,CodeCore Sydney,Design, develop and maintain software applications.,"JavaScript, React, Node.js",Write clean, reusable code.,"$75,000 - $105,000","401k matching, unlimited PTO",2023/10/14,Full time,Sydney
481,Data Analyst,Data,Metriks Melbourne,Collect, clean and analyze data to uncover insights.,"SQL, Python, data visualization",Present findings to stakeholders.,"$50,000 - $70,000","401k matching, discounted transit",2023/10/14,Full time,Melbourne
482,Account Executive,Sales,DealRangers Adelaide,Manage client accounts, identify upsell opportunities.,"Account management, prospecting",Build strong client relationships.,"$45,000 base + commission","Company car, country club membership",2023/10/14,Full time,Adelaide
483,Frontend Developer,Technology,PixelSmith Canberra,Develop responsive web interfaces and UIs.,"Angular, JavaScript, HTML/CSS",Implement polished, intuitive interfaces.,"$60,000 - $90,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
484,UX Designer,Design,HumanizeIt Perth,Conduct user research, design intuitive UIs.,"User empathy, prototyping",Craft seamless user experiences.,"$60,000 - $80,000","Annual conference budget, work from home",2023/10/14,Full time,Perth
485,Backend Developer,Technology,ServerWiz Brisbane,Develop robust backend systems and APIs.,"Java, Spring Boot, MySQL",Write clean, maintainable code.,"$70,000 - $100,000","401k matching, unlimited PTO",2023/10/14,Full time,Brisbane
486,Product Manager,Product,Roadmap Sydney,Define product vision and strategy.,"Market analysis, product development",Manage roadmap, features and releases.,"$90,000 - $120,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
487,Software Engineer,Technology,BitsNBots Melbourne,Design, develop and maintain software applications.,"C#, .NET, MSSQL",Write clean, reusable code.,"$70,000 - $100,000","401k matching, unlimited PTO",2023/10/14,Full time,Melbourne
488,Network Engineer,Technology,PacketFlow Adelaide,Install, configure and support network infrastructure.,"Routing, switching, firewalls",Ensure optimal performance and security.,"$55,000 - $75,000","Certification reimbursement, work from home",2023/10/14,Full time,Adelaide
489,Data Analyst,Data,Metriks Canberra,Collect, clean and analyze data to uncover insights.,"SQL, Excel, data visualization",Present findings to stakeholders across business.,"$45,000 - $65,000","401k matching, unlimited PTO",2023/10/14,Full time,Canberra
490,Marketing Manager,Marketing,BrandLabs Perth,Develop and execute marketing campaigns across channels.,"Digital marketing, budget management",Measure performance and optimize initiatives.,"$60,000 - $80,000","Professional development fund, unlimited PTO",2023/10/14,Full time,Perth
491,Java Developer,Technology,CoffeeCloud Brisbane,Develop Java applications using Spring Boot.,"Java, SQL, microservices",Write clean, maintainable code.,"$70,000 - $100,000","Annual learning fund, full benefits",2023/10/14,Full time,Brisbane
492,DevOps Engineer,Technology,AutoDeploy Sydney,Implement CI/CD pipelines, automate processes.,"Docker, Ansible, Jenkins",Ensure optimized deployment workflows.,"$100,000 - $130,000","Company equity, unlimited PTO",2023/10/14,Full time,Sydney
493,Business Analyst,Business,SolutionsCorp Melbourne,Document processes, analyze data, make recommendations.,"Process mapping, data analysis",Create solutions to increase efficiency.,"$50,000 - $70,000","401k matching, work from home",2023/10/14,Full time,Melbourne
494,Sales Manager,Sales,DealMasters Adelaide,Manage sales team, develop strategies to meet targets.,"Leadership, account management",Motivate and mentor team.,"$80,000 base + commission","Company equity, expense account",2023/10/14,Full time,Adelaide
495,Data Engineer,Data,Data Systems Canberra,Design data infrastructure, pipelines and models.,"Spark, Airflow, PostgreSQL",Ensure optimal flows and availability.,"$75,000 - $105,000","401k matching, annual learning fund",2023/10/14,Full time,Canberra
